578347	578309
20584	1118823
1956	1118302
2653	350362
23116	41666
1026	1153945
144701	595063
6784	1116629
8872	1104647
91581	358894
12158	148399
3231	63486
28957	28964
210871	38205
399339	1120731
2696	1133004
12195	1107319
575077	608191
1956	101143
245288	1122460
6214	1105764
734406	1135115
4649	449841
10186	86840
289781	289780
205196	628764
20924	1108267
683355	683404
35	578780
647315	1154076
136766	348437
503883	1131374
307336	285675
193352	1129835
1919	1109581
67584	1127566
44514	210871
27895	1132706
593560	593559
5348	99025
3243	1104055
568857	1129629
1959	101143
340078	928873
3229	1112767
148170	1109199
3220	120039
1481	200480
52007	1104809
28412	1128430
6209	1108329
35	575331
48555	133563
27627	686061
24966	1123576
28278	1107312
4330	4329
35	141342
3231	20850
100701	1107041
158812	1127812
126867	1108258
219446	1112426
575077	117316
248431	1113831
219446	249421
13136	1118083
28026	5064
592826	1128935
763009	1136449
153063	561613
37884	300071
7032	323128
13652	13654
66782	1105505
118559	1108209
179180	1110563
103482	1119140
168332	86359
18777	18774
6344	1112665
35	56119
739816	1140548
17477	1103162
219976	1116410
287787	1130847
97645	33907
190706	144212
1365	1110494
8875	1152676
50838	1126503
62329	650834
74921	1105877
592996	1128978
887	976334
340078	949217
17201	32872
3191	129897
6346	1106103
20193	1116839
17488	1103162
1949	129042
711994	1134197
233106	12275
23069	23070
54132	1128985
936	207395
33325	429781
189574	1123689
35	18582
41714	1033
19621	62347
1237	102938
35061	48766
35	1129573
6213	28227
18532	86923
12330	949217
27246	1110390
459216	1123530
273152	210871
735303	735311
672070	1132443
395725	1135115
593209	593210
28254	105899
3233	66594
7276	763181
32083	688361
18619	18615
159084	159085
267824	69198
8224	1111788
3229	1126037
1272	85688
2658	1131607
136665	23258
2654	1152075
523574	1154229
7419	1118245
6941	372862
35	1130856
10169	1123867
50337	390894
44017	1106492
4804	68505
156794	1109581
13269	17476
6163	1111052
12576	574710
1365	1114153
575795	1128975
8872	1152761
20193	1108597
126793	16843
6378	28473
73119	14431
521269	1125993
182094	1131550
24974	1104258
27535	1112026
593060	1128977
82664	3097
84021	509233
12631	1123188
3231	1115471
6213	628815
155738	155736
35	273152
54129	1136791
3233	1103737
237489	2665
3229	35343
2440	1000012
763010	1136446
887	1111304
31353	1152904
6771	65653
1365	648232
6910	1154103
65057	134307
62634	243483
8961	1103610
48768	1104647
3191	5086
73162	1134320
210309	1111978
213279	197783
35	1153280
6215	1120170
6214	124064
7032	1110438
131117	152219
14529	1114864
27535	173884
129042	1108363
1365	1031453
193352	193347
16485	1104787
30895	1154251
594511	1153899
141342	575292
16437	51831
506	1106546
73162	1134348
159084	1152711
52835	1115471
85352	1127430
1997	1109542
15429	1104007
578646	578645
910	12946
1365	1131647
193918	1111240
14428	14429
910	5462
13654	83746
3192	105865
109323	137849
2658	696345
20924	294030
62389	1107325
1997	1109439
49811	3233
467383	1128977
3222	964248
59045	1121867
6913	1105011
28851	595157
2354	1107140
662416	1123188
22563	10435
671293	1132443
62417	41216
55801	208345
358887	79809
117	17476
12576	1071981
17476	1122425
49843	1106388
198443	190697
22229	1103383
253762	23116
56709	18834
93755	175576
6767	1114864
28267	1152896
31353	31349
35	1119708
27510	1128990
578845	593559
307656	270085
5062	1120563
13658	1115959
33412	124296
3229	919885
45189	45188
64484	1105394
39127	1105932
631015	631052
486840	1128975
28336	108047
5966	1102625
3243	854434
3236	1125467
561582	561581
6334	1152307
630817	1130676
24476	1103499
129042	1121313
22229	1107418
189571	1154232
16819	646195
226698	1112767
446610	300071
75318	103430
2653	1104055
158172	445938
5348	1108050
91581	31863
3235	1114222
123825	1131634
93923	6941
593022	1128946
368605	1153003
49753	49720
4584	628815
941	3828
12182	1059953
3229	1125895
85449	1120169
103515	1113742
6220	6224
4330	1132459
1365	782486
13208	1105148
10177	4804
216878	711527
756061	1136110
51909	173884
2665	578337
10981	1102873
87915	1110209
28230	1108267
22229	595193
13982	34979
143323	1130539
77829	3112
1237	1102400
1365	1152143
83847	1130678
131042	40125
5462	1129111
3095	110162
270456	203646
137380	37541
18811	20920
45189	1105450
294126	649944
643003	1131189
28485	168410
4330	120013
28350	6220
94639	141324
3187	129896
14062	1152358
27627	28254
358887	358894
56708	28287
9515	102879
202639	1154123
6784	60170
2696	1113035
738941	1135455
79809	79817
27895	23738
27510	1110998
66751	1138043
12182	309476
6209	28485
1481	1113934
463	58454
205196	1112929
177998	1110515
25181	96335
2696	1118083
10798	1154500
106590	1095507
31336	686532
2654	463825
39890	714256
145176	1132418
22563	1103394
47570	385067
105856	273949
1272	1135358
2665	1113035
10531	1107567
35	103482
12199	1119471
4983	7867
4330	1135108
210871	1129629
137790	10186
82090	82087
8874	1120643
6213	1123553
8703	308232
2440	1117786
110163	110164
2654	1106630
2653	102406
28489	13193
4584	293285
108047	1153899
35	1154459
3192	5086
5055	1121867
175909	112787
77758	1129907
632874	40583
33231	1105531
330208	469504
108983	683404
9716	28674
139865	1110563
6196	81350
2696	2695
31353	1152272
12350	12210
696345	236759
3095	110163
578669	1128978
82920	70970
289780	801170
8224	133615
672071	1132443
118559	1121739
46491	389715
60169	399370
28227	20526
114	7432
50337	13269
40605	40583
631015	396412
117315	28336
28202	1128267
27543	1106630
20193	1130653
289780	1153784
36802	589923
601462	1129367
32276	84695
1365	1131745
16471	1104787
35	594900
37483	1130539
131317	411005
107177	1119751
11339	11326
193742	1111230
194223	1126044
400356	1120777
187354	1127851
15889	1110024
114	1120170
887	595056
23507	1109392
7537	1131348
643221	1131236
28471	91975
5454	1105574
15429	175576
132806	45599
33895	33904
14062	33907
5064	1120563
45212	1105764
1481	1119295
14531	1103038
36140	350373
210872	1129610
117	75674
31927	1129572
205196	950986
1272	591016
17363	444191
562940	1127619
43165	1131195
1688	1133338
35797	100961
51180	1107319
12638	1123188
906	1105344
192870	1111186
1365	340299
6939	1116922
6784	350319
6169	1130567
6913	1131230
3220	1128430
89416	1106546
63931	1117786
8581	75695
12182	5038
82920	1125492
10177	124734
310530	38839
3218	35070
560936	562123
14531	1152308
3084	33303
35	1117476
38829	1107010
644577	1131334
116552	116553
67415	1110256
35	561238
103531	1107171
19621	66990
18777	445938
936	1107010
134219	81714
263553	1117219
248425	1121398
19621	631052
137868	1131300
4584	128
27241	1106492
66564	66563
16819	643069
1481	1114864
95586	95589
643221	1131257
753070	767763
594483	1129040
415693	254923
91853	1116410
5869	1110520
3229	7022
206524	48075
58758	1128204
18812	510715
6220	134128
48764	1104647
114	6170
71336	1105718
187260	1110950
70970	593068
5194	133550
6334	3231
114966	1125258
1365	628500
82664	1106236
124952	1119742
36140	35797
23116	1105433
73119	14429
40151	49660
167670	1123068
424540	48555
503883	646809
20193	1119180
50807	1104749
38205	606647
3229	1152277
193932	1111240
198653	1130539
142268	1110209
43639	99025
153063	1131223
25772	1997
853155	853118
116084	195150
72101	1118347
6214	95589
6213	58540
7430	1153287
6818	1105531
22241	1103383
573535	693143
134320	23069
124064	6163
101811	1153064
6385	1103162
147870	1132434
654519	1131754
762980	1136446
95642	1107367
1959	82664
35	229635
35	1129018
733576	1135082
427606	1050679
4804	102884
